reactants	product	scaffold	split
COC(=O)[C@@H]1Cc2ccc(C3=C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)OC(C)(C)C)C3)cc2CN1C(=O)OC(C)(C)C	COC(=O)[C@@H]1Cc2ccc([C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)OC(C)(C)C)C3)cc2CN1C(=O)OC(C)(C)C	O=C(N[C@@H]1CCCc2ccccc21)[C@@H]1C[C@H](c2ccc3c(c2)CNCC3)CN1	validation
CC(C)(C)OC(=O)N1CC=C(c2nccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)CC1	CC(C)(C)OC(=O)N1CCC(c2nccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)CC1	c1ccc(-c2ccnc(C3CCNCC3)n2)cc1	validation
CCCn1c(=O)c2[nH]c(C34CCC(C=CC(=O)O)(CC3)CC4)nc2n(CCC)c1=O	CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O	O=c1[nH]c(=O)c2[nH]c(C34CCC(CC3)CC4)nc2[nH]1	holdout
CC(C)(C)OC(=O)N1C=CC2(CC1)c1ccccc1C(=O)N2Cc1ccccc1	CC(C)(C)OC(=O)N1CCC2(CC1)c1ccccc1C(=O)N2Cc1ccccc1	O=C1c2ccccc2C2(CCNCC2)N1Cc1ccccc1	validation
CCCCCCCC/C=C\[C@H]1C=CC(=O)O1	CCCCCCCC/C=C\[C@H]1CCC(=O)O1	O=C1CCCO1	dev
COc1ccccc1/C=C/c1ccc(C(=O)OC(C)(C)C)c(Nc2ccc(F)cc2)c1	COc1ccccc1CCc1ccc(C(=O)OC(C)(C)C)c(Nc2ccc(F)cc2)c1	c1ccc(CCc2cccc(Nc3ccccc3)c2)cc1	validation
CCCC1CCC(C2CCC(C=Cc3ccc(OCC)c(F)c3C(F)(F)F)CC2)CC1	CCCC1CCC(C2CCC(CCc3ccc(OCC)c(F)c3C(F)(F)F)CC2)CC1	c1ccc(CCC2CCC(C3CCCCC3)CC2)cc1	validation
O=C1CCC2=C(Cc3ccccc32)N1	O=C1CC[C@@H]2c3ccccc3C[C@@H]2N1	O=C1CC[C@@H]2c3ccccc3C[C@@H]2N1	dev
COC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCC=Cc1nc3ccc(OC)cc3nc1O2	COC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2	O=C1NCC(=O)N2CC[C@H](C2)Oc2nc3ccccc3nc2CCCCC[C@@H]2C[C@H]2O1	validation
CCC(=COCCBr)C(=O)OC	CCC(COCCBr)C(=O)OC	CCC(COCCBr)C(=O)OC	holdout
COC(=O)C=Cc1cc(Cl)ccc1C(=O)O	COC(=O)CCc1cc(Cl)ccc1C(=O)O	c1ccccc1	validation
CC(C)(C)OC(=O)N1CC=CC[C@H]1c1nc2cc(Br)sc2c(=O)[nH]1	CC(C)(C)OC(=O)N1CCCC[C@H]1c1nc2cc(Br)sc2c(=O)[nH]1	O=c1[nH]c([C@@H]2CCCCN2)nc2ccsc12	holdout
CCOC(=O)C1C(c2ccccc2)=CC(=O)N1[C@@H](C)c1ccc(OC)cc1	CCOC(=O)[C@H]1[C@@H](c2ccccc2)CC(=O)N1[C@@H](C)c1ccc(OC)cc1	O=C1C[C@H](c2ccccc2)CN1Cc1ccccc1	dev
C=CCOc1c(C=C)cc(CO)nc1Cl	OCc1cc2c(c(Cl)n1)OCC=C2	C1=Cc2ccncc2OC1	dev
C=CCCCC(O[Si](C)(C)C(C)(C)C)c1ccc(N(C)C)cc1C=C	CN(C)c1ccc2c(c1)C=CCCCC2O[Si](C)(C)C(C)(C)C	C1=Cc2ccccc2CCCC1	dev
CCOC(=O)C(=CNC1CC1)C(=O)c1c(C)c(F)c(F)c(Cl)c1F	CCOC(=O)c1cn(C2CC2)c2c(Cl)c(F)c(F)c(C)c2c1=O	O=c1ccn(C2CC2)c2ccccc12	dev
OCC#Cc1ccc(C(F)(F)F)cc1Cl	OCCCc1ccc(C(F)(F)F)cc1Cl	c1ccccc1	validation
C(=Cc1ccco1)c1ccncc1	c1coc(CCc2ccncc2)c1	c1coc(CCc2ccncc2)c1	dev
CCCCCc1ccc(-c2ccc(C=Cc3ccc(OCC)cc3)cc2)cc1	CCCCCc1ccc(-c2ccc(CCc3ccc(OCC)cc3)cc2)cc1	c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1	dev
CCOC(=O)C(=CC(C)(C)C)C(=O)OCC	CCOC(=O)C(CC(C)(C)C)C(=O)OCC	CCOC(=O)C(CC(C)(C)C)C(=O)OCC	holdout
C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CCCCOC(=O)C(C)(C)C	Cc1c(Cl)c(O)c(CCC(C)CCCCOC(=O)C(C)(C)C)c(O)c1C=O	c1ccccc1	validation
CC(C)(C)ON=c1cc(-c2cc3ccccc3cn2)oc2cc(C#Cc3ccccc3)ccc12	CC(C)(C)ON=c1cc(-c2cc3ccccc3cn2)oc2cc(CCc3ccccc3)ccc12	N=c1cc(-c2cc3ccccc3cn2)oc2cc(CCc3ccccc3)ccc12	validation
C=Cc1cc(Cl)cc(N)c1C(=O)OC	CCc1cc(Cl)cc(N)c1C(=O)OC	c1ccccc1	validation
CCCCCC1CC=C(c2ccc(S(F)(F)(F)(F)F)cc2)CC1	CCCCC[C@H]1CC[C@H](c2ccc(S(F)(F)(F)(F)F)cc2)CC1	c1ccc(C2CCCCC2)cc1	dev
CCC(C)(C)C(=O)C(=O)C1CCCNN1C(=O)CCCC#Cc1cccnc1	CCC(C)(C)C(=O)C(=O)C1CCCNN1C(=O)CCCCCc1cccnc1	O=C(CCCCCc1cccnc1)N1CCCCN1	validation
CC(C)(C)OC(=O)N1CC=C(c2ccccc2C#N)CC1	CC(C)(C)OC(=O)N1CCC(c2ccccc2C#N)CC1	c1ccc(C2CCNCC2)cc1	validation
C=C(C)c1cnc2[nH]cc(C(=O)N[C@@H](C)C(C)(C)O)c2n1	CC(C)c1cnc2[nH]cc(C(=O)N[C@@H](C)C(C)(C)O)c2n1	c1cnc2[nH]ccc2n1	validation
CC(C)(C)OC(=O)NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1	O=C(O)C(F)(F)F	O=C(O)C(F)(F)F	dev
Cc1ccc(S(=O)(=O)OC[C@H]2C=Cc3ccc(F)c(-c4ccccc4Cl)c3O2)cc1	Cc1ccc(S(=O)(=O)OC[C@H]2CCc3ccc(F)c(-c4ccccc4Cl)c3O2)cc1	O=S(=O)(OC[C@H]1CCc2cccc(-c3ccccc3)c2O1)c1ccccc1	validation
COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1	COc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1	c1ccc([C@H]2CCc3ccccc3[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1	dev
CCCCC(=CC(=O)OCC)c1sc2cc(F)ccc2c1C	CCCCC(CC(=O)OCC)c1sc2cc(F)ccc2c1C	c1ccc2sccc2c1	holdout
CCOC(=O)C=C(c1ccccc1)c1cc2[nH]ccc2cc1OC	CCOC(=O)CC(c1ccccc1)c1cc2[nH]ccc2cc1OC	c1ccc(Cc2ccc3cc[nH]c3c2)cc1	holdout
Cc1csc2ccc(C3=CCNC(C)C3)cc12	Cc1csc2ccc(C3CCNC(C)C3)cc12	c1cc2cc(C3CCNCC3)ccc2s1	validation
C1=COC(c2cccnc2Oc2ccc(Nc3ccccn3)cc2)C1	c1ccc(Nc2ccc(Oc3ncccc3C3CCCO3)cc2)nc1	c1ccc(Nc2ccc(Oc3ncccc3C3CCCO3)cc2)nc1	validation
O=C(O)C1=C(c2ccccc2)CCCC1	O=C(O)C1CCCCC1c1ccccc1	c1ccc(C2CCCCC2)cc1	dev
CS(=O)(=O)c1ccc(C2=CCOCC2)c(C(=O)O)c1	CS(=O)(=O)c1ccc(C2CCOCC2)c(C(=O)O)c1	c1ccc(C2CCOCC2)cc1	holdout
C/C(=C\c1ccc(C(C)(C)C)cc1)CO	C[C@@H](CO)Cc1ccc(C(C)(C)C)cc1	c1ccccc1	validation
CCCn1c(=O)c2[nH]c(C3CC4C=CC(C3)O4)nc2n(CCC)c1=O	CCCn1c(=O)c2[nH]c(C3CC4CCC(C3)O4)nc2n(CCC)c1=O	O=c1[nH]c(=O)c2[nH]c(C3CC4CCC(C3)O4)nc2[nH]1	holdout
C=C[C@@H]1CCC[C@@H]2SCC[C@H](NC(=O)OC(C)(C)C)C(=O)N12	O=C(O)C(F)(F)F	O=C(O)C(F)(F)F	dev
C#CCN(Cc1ccccc1N=[N+]=[N-])C(=O)OC(C)(C)C	CC(C)(C)OC(=O)N1Cc2ccccc2-n2nncc2C1	c1ccc2c(c1)CNCc1cnnn1-2	dev
O=C1CCCc2cc3c(cnn3-c3ccc(F)cc3)cc2/C1=C\c1ccccn1	O=C1CCCc2cc3c(cnn3-c3ccc(F)cc3)cc2C1Cc1ccccn1	O=C1CCCc2cc3c(cnn3-c3ccccc3)cc2C1Cc1ccccn1	dev
CC(=O)C=Cc1ccc2[nH]cc(C[C@H]3CCCN3CCC(=O)N(C)C)c2c1	CC(=O)CCc1ccc2[nH]cc(C[C@H]3CCCN3CCC(=O)N(C)C)c2c1	c1ccc2c(C[C@H]3CCCN3)c[nH]c2c1	holdout
CCCC=Cc1cnc(Nc2nc(C)cs2)c(OCc2ccccc2)c1	CCCCCc1cnc(Nc2nc(C)cs2)c(OCc2ccccc2)c1	c1ccc(COc2cccnc2Nc2nccs2)cc1	dev
COC(=O)c1cnc(C#Cc2ccccn2)c(-c2ccc(Cl)cc2)c1	COC(=O)c1cnc(CCc2ccccn2)c(-c2ccc(Cl)cc2)c1	c1ccc(-c2cccnc2CCc2ccccn2)cc1	holdout
NC(=CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	O=C(CCCc1ccccc1)N1CCn2cnnc2C1	holdout
CC(C)(C)OC(=O)C=Cc1ccc2nc3ccccc3c(N)c2c1	CC(C)(C)OC(=O)CCc1ccc2nc3ccccc3c(N)c2c1	c1ccc2nc3ccccc3cc2c1	validation
CNC(=S)C1=C(O)C2(CCOCC2)Oc2ccc([N+](=O)[O-])cc21	CNC(=S)C1c2cc([N+](=O)[O-])ccc2OC2(CCOCC2)C1O	c1ccc2c(c1)CCC1(CCOCC1)O2	dev
Cc1cc(F)ccc1/C=C/C(=O)O	Cc1cc(F)ccc1CCC(=O)O	c1ccccc1	validation
C#Cc1c(CC(=O)OC)cc2ccc(F)cc2c1OC(C)=O	CCc1c(CC(=O)OC)cc2ccc(F)cc2c1OC(C)=O	c1ccc2ccccc2c1	validation
CC(=O)/C=C/c1cc(F)c2ncc(C(=O)NCc3ccc(Cl)cc3)c(O)c2c1	CC(=O)CCc1cc(F)c2ncc(C(=O)NCc3ccc(Cl)cc3)c(O)c2c1	O=C(NCc1ccccc1)c1cnc2ccccc2c1	dev
CCOC(=O)/C=C/c1ccc(OCC)nc1Oc1ccc(Cl)cc1Cl	CCOC(=O)CCc1ccc(OCC)nc1Oc1ccc(Cl)cc1Cl	c1ccc(Oc2ccccn2)cc1	dev
CCOC(=O)C(C)=Cc1ccc(-n2nc(C(C)(C)C)cc2N)cc1	CCOC(=O)C(C)Cc1ccc(-n2nc(C(C)(C)C)cc2N)cc1	c1ccc(-n2cccn2)cc1	holdout
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(O)c2)c(OC)c1	COc1cc(OC)c(CCS(=O)(=O)Cc2ccc(OC)c(O)c2)c(OC)c1	O=S(=O)(CCc1ccccc1)Cc1ccccc1	holdout
COC(=O)c1ccc(C=C2CCOC2=O)cc1	COC(=O)c1ccc(CC2CCOC2=O)cc1	O=C1OCCC1Cc1ccccc1	validation
CCOC(=O)C=C(c1ccc(CC)cc1)n1cnc2ccccc21	CCOC(=O)CC(c1ccc(CC)cc1)n1cnc2ccccc21	c1ccc(Cn2cnc3ccccc32)cc1	dev
CCOC(=O)/C=C/c1cc(-n2ncnn2)cc(C)c1N	Cc1cc(-n2ncnn2)cc2ccc(=O)[nH]c12	O=c1ccc2cc(-n3ncnn3)ccc2[nH]1	holdout
C=C(C)c1cc(F)cc2c1cc1n2CCC1CC(=O)OC	COC(=O)CC1CCn2c1cc1c(C(C)C)cc(F)cc12	c1ccc2c(c1)cc1n2CCC1	dev
C=CCN(C(C)=O)c1ccc2c(=O)n(-c3ccc(Cl)cc3)c(C(C)C)nc2c1C=C	CC(=O)N1CC=Cc2c1ccc1c(=O)n(-c3ccc(Cl)cc3)c(C(C)C)nc21	O=c1c2ccc3c(c2ncn1-c1ccccc1)C=CCN3	dev
CCOC(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1	CCOC(=O)CC(=O)CCc1ccc2cc[nH]c2c1	c1ccc2[nH]ccc2c1	holdout
C/C(N)=C\c1ccc(-c2ccc(Cl)c(Cl)c2)o1	CC(N)Cc1ccc(-c2ccc(Cl)c(Cl)c2)o1	c1ccc(-c2ccco2)cc1	validation
CCOC(=O)C=C1CCC(C#N)(c2ccc(OC)c3c2OCCO3)CC1	CCOC(=O)CC1CCC(C#N)(c2ccc(OC)c3c2OCCO3)CC1	c1cc2c(c(C3CCCCC3)c1)OCCO2	dev
O=C(C/C=C/c1ccccc1)Nc1cc(CCc2ccccc2)ccc1C(=O)O	O=C(CCCc1ccccc1)Nc1cc(CCc2ccccc2)ccc1C(=O)O	O=C(CCCc1ccccc1)Nc1cccc(CCc2ccccc2)c1	holdout
OCCCC#Cc1ccc2ccccc2c1	OCCCCCc1ccc2ccccc2c1	c1ccc2ccccc2c1	validation
CCOC(=O)/C=C/c1cc(C(=O)NCc2ccc(S(=O)(=O)C3CC3)cc2)c(=O)n(-c2cccc(C(F)(F)F)c2)c1C	CCOC(=O)CCc1cc(C(=O)NCc2ccc(S(=O)(=O)C3CC3)cc2)c(=O)n(-c2cccc(C(F)(F)F)c2)c1C	O=C(NCc1ccc(S(=O)(=O)C2CC2)cc1)c1cccn(-c2ccccc2)c1=O	validation
CC1(C)OC(=O)C=C(CC(O)(C#Cc2ccc(C(C)(C)C#N)c(F)c2)C2CCCC2)O1	CC1(C)OC(=O)C=C(CC(O)(CCc2ccc(C(C)(C)C#N)c(F)c2)C2CCCC2)O1	O=C1C=C(CC(CCc2ccccc2)C2CCCC2)OCO1	holdout
OC1c2cc(C(O)C(F)F)ccc2C=Cc2ncc(Cl)cc21	O=c1c2cc(C(O)C(F)F)ccc2ccc2ncc(Cl)cc12	O=c1c2ccccc2ccc2ncccc12	dev
CCOC(=O)/C=C/c1ccc2c(=O)n(CC(C)C)c(CNC(=O)OC(C)(C)C)c(-c3ccccc3)c2c1	CCOC(=O)CCc1ccc2c(=O)n(CC(C)C)c(CNC(=O)OC(C)(C)C)c(-c3ccccc3)c2c1	O=c1[nH]cc(-c2ccccc2)c2ccccc12	dev
Cc1cc(C)cc(C#CCO)c1	Cc1cc(C)cc(CCCO)c1	c1ccccc1	validation
CN1C2C=C(c3cncc4ccccc34)CC1CC2	CN1C2CCC1CC(c1cncc3ccccc13)C2	c1ccc2c(C3CC4CCC(C3)N4)cncc2c1	holdout
CCCCC(C)(C)C(O)C#CCC(CCCCCCC(=O)O)S(C)(=O)=O	CCCCC(C)(C)C(O)CCCC(CCCCCCC(=O)O)S(C)(=O)=O	CCCCC(C)(C)C(O)CCCC(CCCCCCC(=O)O)S(C)(=O)=O	validation
C=CCCCC(=O)O[C@@H](CNC(=O)[C@@H](CC=C)CC(=O)OC(C)(C)C)c1ccccc1	CC(C)(C)OC(=O)C[C@@H]1CC=CCCCC(=O)O[C@H](c2ccccc2)CNC1=O	O=C1CCC=CCCCC(=O)O[C@H](c2ccccc2)CN1	validation
CCOC(=O)C=Cc1cccc(-c2c(CC(=O)Nc3ccc(F)cc3C(F)(F)F)c(=O)oc3cc(Cl)c(C)cc23)c1	CCOC(=O)CCc1cccc(-c2c(CC(=O)Nc3ccc(F)cc3C(F)(F)F)c(=O)oc3cc(Cl)c(C)cc23)c1	O=C(Cc1c(-c2ccccc2)c2ccccc2oc1=O)Nc1ccccc1	dev
OC#CCCc1ccnc2cc(Cl)ccc12	OCCCCc1ccnc2cc(Cl)ccc12	c1ccc2ncccc2c1	holdout
CC(C)CC(C(=O)NN(CC(C)C)C(=O)CN1CCCC1)[C@H](CC=Cc1ccccc1)C(=O)NOC1CCCCO1	Cc1ccc(S(=O)(=O)O)cc1	c1ccccc1	validation
C=C(C)c1cc(CC#N)ccc1OC	COc1ccc(CC#N)cc1C(C)C	c1ccccc1	validation
O=C(NCCO)/C(=C/c1ccc(OC(F)(F)F)cc1)NC(=O)c1ccc(OCC(F)F)cc1	O=C(NC(Cc1ccc(OC(F)(F)F)cc1)C(=O)NCCO)c1ccc(OCC(F)F)cc1	O=C(NCCc1ccccc1)c1ccccc1	dev
CCCC1=C(CC(=O)OC)CCC1=O	CCCC1C(=O)CCC1CC(=O)OC	O=C1CCCC1	dev
Cc1ccc(C(O[C@@H]2CCC[C@H](C=C3SC(=O)NC3=O)C2)c2cocn2)c(C)c1	Cc1ccc(C(O[C@@H]2CCC[C@H](CC3SC(=O)NC3=O)C2)c2cocn2)c(C)c1	O=C1NC(=O)C(C[C@H]2CCC[C@@H](OC(c3ccccc3)c3cocn3)C2)S1	dev
C=C(C)c1ccccc1C1CCCn2c(-c3ccc(-c4cnc(C)o4)c(OC)c3)nnc21	COc1cc(-c2nnc3n2CCCC3c2ccccc2C(C)C)ccc1-c1cnc(C)o1	c1ccc(C2CCCn3c(-c4ccc(-c5cnco5)cc4)nnc32)cc1	dev
CCOC(=O)C(C)(C)c1cc(Br)c(N)c(C#Cc2ccc(OC(F)(F)F)cc2)c1	CCOC(=O)C(C)(C)c1cc(Br)c2[nH]c(-c3ccc(OC(F)(F)F)cc3)cc2c1	c1ccc(-c2cc3ccccc3[nH]2)cc1	holdout
C=C(C)c1cncc(N)c1	CC(C)c1cncc(N)c1	c1ccncc1	dev
O=C(O)C=CC(=O)c1ccccc1O	O=C1CC(C(=O)O)Oc2ccccc21	O=C1CCOc2ccccc21	holdout
CCCCCCC=CCc1cccc2c(=O)c(O)c(-c3cc(OC)c(OC)cc3OC)oc12	CCCCCCCCCc1cccc2c(=O)c(O)c(-c3cc(OC)c(OC)cc3OC)oc12	O=c1cc(-c2ccccc2)oc2ccccc12	dev
C=Cc1c2c3c(cccc3n1CCC)[C@H]1C[C@H](NC(=O)N(CC)CC)CN(C)[C@@H]1C2	CCCn1c(CC)c2c3c(cccc31)[C@H]1C[C@H](NC(=O)N(CC)CC)CN(C)[C@@H]1C2	c1cc2c3c(c[nH]c3c1)C[C@H]1NCCC[C@H]21	dev
C=CCc1c(O)ccc2c(CCc3ccccc3)coc12	CCCc1c(O)ccc2c(CCc3ccccc3)coc12	c1ccc(CCc2coc3ccccc23)cc1	validation
Cc1nc(-c2ccccc2)sc1-c1ccc(N)c(C#Cc2ccccc2Cl)c1	Cc1nc(-c2ccccc2)sc1-c1ccc2[nH]c(-c3ccccc3Cl)cc2c1	c1ccc(-c2cc3cc(-c4cnc(-c5ccccc5)s4)ccc3[nH]2)cc1	holdout
C[C@]12CCC3=C(CCc4cc(O)ccc43)C1=CCC2=O	C[C@]12CCC3=C(CCc4cc(O)ccc43)[C@@H]1CCC2=O	O=C1CC[C@H]2C3=C(CCC12)c1ccccc1CC3	validation
CCOC(=O)C1=C(COCC#CC(=O)OC)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl	CCOC(=O)C1=C(COCCCC(=O)OC)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl	C1=CC(c2ccccc2)C=CN1	validation
CC1(C)CCC=C1c1cnc(N2CCOCC2)cc1N	CC1(C)CCCC1c1cnc(N2CCOCC2)cc1N	c1cc(N2CCOCC2)ncc1C1CCCC1	validation
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2nc(C#CCN(C)C)ncc2c1	Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2nc(CCCN(C)C)ncc2c1	O=C(NC1CC1)c1cccc(-c2ccc3ncncc3c2)c1	holdout
CCOC(=O)C1=Cc2cc(Cl)cc(C#Cc3ccccc3)c2OC1C(F)(F)F	CCOC(=O)C1=Cc2cc(Cl)cc(CCc3ccccc3)c2OC1C(F)(F)F	C1=Cc2cccc(CCc3ccccc3)c2OC1	holdout
COC(=O)/C=C/[C@H]1[C@H](c2ccc(F)cc2)[C@@H](O[C@H](C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CN1C(=O)OC(C)(C)C	COC(=O)CC[C@H]1[C@H](c2ccc(F)cc2)[C@@H](O[C@H](C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CN1C(=O)OC(C)(C)C	c1ccc(CO[C@H]2CNC[C@@H]2c2ccccc2)cc1	dev
C1=C(c2cccc(-c3ncccc3-c3cnc4[nH]ncc4c3)c2)CCC1	c1cc(-c2ncccc2-c2cnc3[nH]ncc3c2)cc(C2CCCC2)c1	c1cc(-c2ncccc2-c2cnc3[nH]ncc3c2)cc(C2CCCC2)c1	dev
C#Cc1cc(F)cc(F)c1N	Fc1cc(F)c2[nH]ccc2c1	c1ccc2[nH]ccc2c1	holdout
C=C(C)c1nc(NC(=O)c2c(F)cccc2F)sc1-c1cccc(C(F)(F)F)c1	CC(C)c1nc(NC(=O)c2c(F)cccc2F)sc1-c1cccc(C(F)(F)F)c1	O=C(Nc1ncc(-c2ccccc2)s1)c1ccccc1	dev
OCCCCC#Cc1cncnc1	OCCCCCCc1cncnc1	c1cncnc1	dev
O=C1NC(=O)C(=Cc2ccc(-c3cccc(C(F)(F)F)c3)o2)S1	O=C1NC(=O)C(Cc2ccc(-c3cccc(C(F)(F)F)c3)o2)S1	O=C1NC(=O)C(Cc2ccc(-c3ccccc3)o2)S1	holdout
C=CCc1cc(Oc2ccccc2)ccc1O	CCCc1cc(Oc2ccccc2)ccc1O	c1ccc(Oc2ccccc2)cc1	dev
CCN1c2ncc(/C=C/c3ccncc3)cc2C(=O)N(C)c2cccnc21	CCN1c2ncc(CCc3ccncc3)cc2C(=O)N(C)c2cccnc21	O=C1Nc2cccnc2Nc2ncc(CCc3ccncc3)cc21	dev
O=C(Nc1cccc(-n2ccnc2)c1)C1=Cc2ccccc2OCC1	O=C(Nc1cccc(-n2ccnc2)c1)C1CCOc2ccccc2C1	O=C(Nc1cccc(-n2ccnc2)c1)C1CCOc2ccccc2C1	dev
Cc1ccc2[nH]cc(C3=C(c4c[nH]c5ccc(C)cc45)C(=O)N(C)C3=O)c2c1	Cc1ccc2[nH]cc(C3C(=O)N(C)C(=O)C3c3c[nH]c4ccc(C)cc34)c2c1	O=C1NC(=O)C(c2c[nH]c3ccccc23)C1c1c[nH]c2ccccc12	dev
O=C1Nc2cc(Cl)ccc2/C1=C/c1ccc(Cl)cc1	O=C1Nc2cc(Cl)ccc2C1Cc1ccc(Cl)cc1	O=C1Nc2ccccc2C1Cc1ccccc1	dev
C=Cc1nc(C)ccc1C#N	CCc1nc(C)ccc1C#N	c1ccncc1	dev
CCCC=Cc1cccc(C#N)c1	CCCCCc1cccc(C#N)c1	c1ccccc1	validation
COc1ccc(Cn2nc(C3=CCN(C(=O)OC(C)(C)C)CC3)c3c(Oc4ccc(N)cc4F)ccnc32)cc1	COc1ccc(Cn2nc(C3CCN(C(=O)OC(C)(C)C)CC3)c3c(Oc4ccc(N)cc4F)ccnc32)cc1	c1ccc(Cn2nc(C3CCNCC3)c3c(Oc4ccccc4)ccnc32)cc1	dev
CC(C)(C)OC(=O)N1CCC[C@H]1C=Cc1ccccc1	CC(C)(C)OC(=O)N1CCC[C@@H]1CCc1ccccc1	c1ccc(CC[C@H]2CCCN2)cc1	validation
CCC/C(=C\S(=O)(=O)c1ccccc1)C(=O)O	CCCC(CS(=O)(=O)c1ccccc1)C(=O)O	c1ccccc1	validation
C=CCOC1(C)CCN(c2c([C@H](OC(C)(C)C)C(=O)O)c(C)nc3cc(COCc4c(F)cc(F)cc4O[C@@H](C)CC=C)nn23)CC1	Cc1nc2cc3nn2c(c1[C@H](OC(C)(C)C)C(=O)O)N1CCC(C)(CC1)OCC=CC[C@H](C)Oc1cc(F)cc(F)c1COC3	C1=CCOC2CCN(CC2)c2ccnc3cc(nn23)COCc2ccccc2OCC1	dev
CC(C)=CCCc1ccsc1	CC(C)CCCc1ccsc1	c1ccsc1	holdout
C#Cc1ccc(C#N)c(F)c1	CCc1ccc(C#N)c(F)c1	c1ccccc1	validation
CCOC(=O)C(=Cc1cc(OC)ccc1OC)C(C)=O	CCOC(=O)C(Cc1cc(OC)ccc1OC)C(C)=O	c1ccccc1	validation
C=Cc1ccc(C(=O)OC)cc1C(F)(F)F	CCc1ccc(C(=O)OC)cc1C(F)(F)F	c1ccccc1	validation
C=C(C)CN(CCO)Cc1ccccc1	CC1(C)CN(Cc2ccccc2)CCO1	c1ccc(CN2CCOCC2)cc1	holdout
CC(C)(O)C#Cc1ccc2c(n1)-c1sc(-c3ncnn3-c3ccc(F)cc3F)cc1CCO2	CC(C)(O)CCc1ccc2c(n1)-c1sc(-c3ncnn3-c3ccc(F)cc3F)cc1CCO2	c1ccc(-n2ncnc2-c2cc3c(s2)-c2ncccc2OCC3)cc1	dev
CCC1(C=C2Cc3c(cccc3-c3ccc(C(C)(C)C)cc3)C2=O)CCCCC1	CCC1(CC2Cc3c(cccc3-c3ccc(C(C)(C)C)cc3)C2=O)CCCCC1	O=C1c2cccc(-c3ccccc3)c2CC1CC1CCCCC1	holdout
CCNC(=O)Nc1nc2ccc(C#Cc3ccccc3)cc2s1	CCNC(=O)Nc1nc2ccc(CCc3ccccc3)cc2s1	c1ccc(CCc2ccc3ncsc3c2)cc1	validation
N#CC(C#N)=Cc1cccc(Cl)c1Cl	N#CC(C#N)Cc1cccc(Cl)c1Cl	c1ccccc1	validation
COC(=O)C=C1CCCCC1	COC(=O)CC1CCCCC1	C1CCCCC1	validation
CCOC(=O)C(=Cc1ccc(OC)c(OC)c1)C(C)=O	CCOC(=O)C(Cc1ccc(OC)c(OC)c1)C(C)=O	c1ccccc1	validation
COC(=O)c1ccc2[nH]cc(C=C[N+](=O)[O-])c2c1	COC(=O)c1ccc2[nH]cc(CC[N+](=O)[O-])c2c1	c1ccc2[nH]ccc2c1	holdout
Cc1ccc(CC2(O)CCN(CC3=Cc4ccc(O)cc4C3)CC2)cc1	Cc1ccc(CC2(O)CCN(CC3Cc4ccc(O)cc4C3)CC2)cc1	c1ccc(CC2CCN(CC3Cc4ccccc4C3)CC2)cc1	dev
CC(C)=CCC1CN(Cc2ccc(F)cc2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O	CC(C)CCC1CN(Cc2ccc(F)cc2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O	O=C1C(C2=NS(=O)(=O)c3ccccc3N2)=CCCN1Cc1ccccc1	dev
CCOC(=O)/C=C(\C)c1cccc(C(F)(F)F)c1	CCOC(=O)CC(C)c1cccc(C(F)(F)F)c1	c1ccccc1	validation
