filename,duration_s,source_text_origin,voice,license
af_heart_0164.wav,10.95,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0165.wav,2.17,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0166.wav,4.30,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0167.wav,3.67,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0168.wav,2.08,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0169.wav,4.38,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0170.wav,3.00,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0171.wav,1.62,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0172.wav,7.75,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0173.wav,8.80,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0174.wav,8.50,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0175.wav,7.40,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0176.wav,8.20,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0177.wav,11.25,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0178.wav,7.20,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0179.wav,11.90,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0180.wav,3.27,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0181.wav,2.45,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0182.wav,7.78,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
