name_a,name_b,outcome_a,outcome_b,pair_kind,cosine_similarity
mathd_algebra_107,mathd_algebra_181,Accepted,Rejected,between,0.197876
mathd_algebra_107,mathd_algebra_176,Accepted,Accepted,within_accept,0.246094
mathd_algebra_107,mathd_algebra_80,Accepted,Rejected,between,0.221436
mathd_algebra_107,mathd_algebra_478,Accepted,Rejected,between,0.159546
mathd_algebra_107,mathd_algebra_234,Accepted,Accepted,within_accept,0.173096
mathd_algebra_107,mathd_algebra_432,Accepted,Accepted,within_accept,0.278076
mathd_algebra_441,mathd_algebra_267,Accepted,Rejected,between,0.260498
mathd_algebra_441,mathd_numbertheory_234,Accepted,Rejected,between,0.197388
mathd_algebra_441,mathd_algebra_123,Accepted,Accepted,within_accept,0.218506
mathd_algebra_441,mathd_algebra_251,Accepted,Rejected,between,0.340454
mathd_algebra_441,mathd_algebra_400,Accepted,Accepted,within_accept,0.287231
mathd_algebra_441,mathd_numbertheory_326,Accepted,Accepted,within_accept,0.227173
mathd_algebra_441,mathd_numbertheory_1124,Accepted,Accepted,within_accept,0.247803
mathd_algebra_441,mathd_algebra_354,Accepted,Accepted,within_accept,0.196045
mathd_algebra_441,mathd_algebra_181,Accepted,Rejected,between,0.261719
mathd_algebra_441,mathd_algebra_176,Accepted,Accepted,within_accept,0.250366
mathd_algebra_441,mathd_algebra_80,Accepted,Rejected,between,0.318726
mathd_algebra_441,mathd_algebra_478,Accepted,Rejected,between,0.182129
mathd_algebra_441,mathd_algebra_234,Accepted,Accepted,within_accept,0.293579
mathd_algebra_441,mathd_algebra_432,Accepted,Accepted,within_accept,0.280396
mathd_algebra_267,mathd_numbertheory_234,Rejected,Rejected,within_reject,0.231567
mathd_algebra_267,mathd_algebra_123,Rejected,Accepted,between,0.176270
mathd_algebra_267,mathd_algebra_251,Rejected,Rejected,within_reject,0.363892
mathd_algebra_267,mathd_algebra_400,Rejected,Accepted,between,0.279663
mathd_algebra_267,mathd_numbertheory_326,Rejected,Accepted,between,0.234253
mathd_algebra_267,mathd_numbertheory_1124,Rejected,Accepted,between,0.250000
mathd_algebra_267,mathd_algebra_354,Rejected,Accepted,between,0.183350
mathd_algebra_267,mathd_algebra_181,Rejected,Rejected,within_reject,0.263672
mathd_algebra_267,mathd_algebra_176,Rejected,Accepted,between,0.281128
mathd_algebra_267,mathd_algebra_80,Rejected,Rejected,within_reject,0.379272
mathd_algebra_267,mathd_algebra_478,Rejected,Rejected,within_reject,0.173828
mathd_algebra_267,mathd_algebra_234,Rejected,Accepted,between,0.207153
mathd_algebra_267,mathd_algebra_432,Rejected,Accepted,between,0.258911
mathd_numbertheory_234,mathd_algebra_123,Rejected,Accepted,between,0.279419
mathd_numbertheory_234,mathd_algebra_251,Rejected,Rejected,within_reject,0.195312
mathd_numbertheory_234,mathd_algebra_400,Rejected,Accepted,between,0.201416
mathd_numbertheory_234,mathd_numbertheory_326,Rejected,Accepted,between,0.197266
mathd_numbertheory_234,mathd_numbertheory_1124,Rejected,Accepted,between,0.197632
mathd_numbertheory_234,mathd_algebra_354,Rejected,Accepted,between,0.192749
mathd_numbertheory_234,mathd_algebra_181,Rejected,Rejected,within_reject,0.188843
mathd_numbertheory_234,mathd_algebra_176,Rejected,Accepted,between,0.228271
mathd_numbertheory_234,mathd_algebra_80,Rejected,Rejected,within_reject,0.194336
mathd_numbertheory_234,mathd_algebra_478,Rejected,Rejected,within_reject,0.153931
mathd_numbertheory_234,mathd_algebra_234,Rejected,Accepted,between,0.190186
mathd_numbertheory_234,mathd_algebra_432,Rejected,Accepted,between,0.201904
mathd_algebra_123,mathd_algebra_251,Accepted,Rejected,between,0.213013
mathd_algebra_123,mathd_algebra_400,Accepted,Accepted,within_accept,0.196167
mathd_algebra_123,mathd_numbertheory_326,Accepted,Accepted,within_accept,0.212524
mathd_algebra_123,mathd_numbertheory_1124,Accepted,Accepted,within_accept,0.221191
mathd_algebra_123,mathd_algebra_354,Accepted,Accepted,within_accept,0.264648
mathd_algebra_123,mathd_algebra_181,Accepted,Rejected,between,0.214600
mathd_algebra_123,mathd_algebra_176,Accepted,Accepted,within_accept,0.219116
mathd_algebra_123,mathd_algebra_80,Accepted,Rejected,between,0.211792
mathd_algebra_123,mathd_algebra_478,Accepted,Rejected,between,0.165039
mathd_algebra_123,mathd_algebra_234,Accepted,Accepted,within_accept,0.205688
mathd_algebra_123,mathd_algebra_432,Accepted,Accepted,within_accept,0.203735
mathd_algebra_251,mathd_algebra_400,Rejected,Accepted,between,0.420654
mathd_algebra_251,mathd_numbertheory_326,Rejected,Accepted,between,0.350586
mathd_algebra_251,mathd_numbertheory_1124,Rejected,Accepted,between,0.273560
mathd_algebra_251,mathd_algebra_354,Rejected,Accepted,between,0.204468
mathd_algebra_251,mathd_algebra_181,Rejected,Rejected,within_reject,0.426392
mathd_algebra_251,mathd_algebra_176,Rejected,Accepted,between,0.299805
mathd_algebra_251,mathd_algebra_80,Rejected,Rejected,within_reject,0.506836
mathd_algebra_251,mathd_algebra_478,Rejected,Rejected,within_reject,0.185181
mathd_algebra_251,mathd_algebra_234,Rejected,Accepted,between,0.277100
mathd_algebra_251,mathd_algebra_432,Rejected,Accepted,between,0.307129
mathd_algebra_400,mathd_numbertheory_326,Accepted,Accepted,within_accept,0.348389
mathd_algebra_400,mathd_numbertheory_1124,Accepted,Accepted,within_accept,0.302368
mathd_algebra_400,mathd_algebra_354,Accepted,Accepted,within_accept,0.203979
mathd_algebra_400,mathd_algebra_181,Accepted,Rejected,between,0.348755
mathd_algebra_400,mathd_algebra_176,Accepted,Accepted,within_accept,0.296875
mathd_algebra_400,mathd_algebra_80,Accepted,Rejected,between,0.386230
mathd_algebra_400,mathd_algebra_478,Accepted,Rejected,between,0.177856
mathd_algebra_400,mathd_algebra_234,Accepted,Accepted,within_accept,0.265381
mathd_algebra_400,mathd_algebra_432,Accepted,Accepted,within_accept,0.316162
mathd_numbertheory_326,mathd_numbertheory_1124,Accepted,Accepted,within_accept,0.351685
mathd_numbertheory_326,mathd_algebra_354,Accepted,Accepted,within_accept,0.213257
mathd_numbertheory_326,mathd_algebra_181,Accepted,Rejected,between,0.391968
mathd_numbertheory_326,mathd_algebra_176,Accepted,Accepted,within_accept,0.287109
mathd_numbertheory_326,mathd_algebra_80,Accepted,Rejected,between,0.332031
mathd_numbertheory_326,mathd_algebra_478,Accepted,Rejected,between,0.177368
mathd_numbertheory_326,mathd_algebra_234,Accepted,Accepted,within_accept,0.259277
mathd_numbertheory_326,mathd_algebra_432,Accepted,Accepted,within_accept,0.270996
mathd_numbertheory_1124,mathd_algebra_354,Accepted,Accepted,within_accept,0.201660
mathd_numbertheory_1124,mathd_algebra_181,Accepted,Rejected,between,0.343994
mathd_numbertheory_1124,mathd_algebra_176,Accepted,Accepted,within_accept,0.272827
mathd_numbertheory_1124,mathd_algebra_80,Accepted,Rejected,between,0.282349
mathd_numbertheory_1124,mathd_algebra_478,Accepted,Rejected,between,0.189941
mathd_numbertheory_1124,mathd_algebra_234,Accepted,Accepted,within_accept,0.242310
mathd_numbertheory_1124,mathd_algebra_432,Accepted,Accepted,within_accept,0.261353
mathd_algebra_354,mathd_algebra_181,Accepted,Rejected,between,0.211914
mathd_algebra_354,mathd_algebra_176,Accepted,Accepted,within_accept,0.237427
mathd_algebra_354,mathd_algebra_80,Accepted,Rejected,between,0.208374
mathd_algebra_354,mathd_algebra_478,Accepted,Rejected,between,0.169434
mathd_algebra_354,mathd_algebra_234,Accepted,Accepted,within_accept,0.221313
mathd_algebra_354,mathd_algebra_432,Accepted,Accepted,within_accept,0.250854
mathd_algebra_181,mathd_algebra_176,Rejected,Accepted,between,0.251099
mathd_algebra_181,mathd_algebra_80,Rejected,Rejected,within_reject,0.458374
mathd_algebra_181,mathd_algebra_478,Rejected,Rejected,within_reject,0.178955
mathd_algebra_181,mathd_algebra_234,Rejected,Accepted,between,0.278442
mathd_algebra_181,mathd_algebra_432,Rejected,Accepted,between,0.281616
mathd_algebra_176,mathd_algebra_80,Accepted,Rejected,between,0.296143
mathd_algebra_176,mathd_algebra_478,Accepted,Rejected,between,0.187378
mathd_algebra_176,mathd_algebra_234,Accepted,Accepted,within_accept,0.265625
mathd_algebra_176,mathd_algebra_432,Accepted,Accepted,within_accept,0.347656
mathd_algebra_80,mathd_algebra_478,Rejected,Rejected,within_reject,0.172241
mathd_algebra_80,mathd_algebra_234,Rejected,Accepted,between,0.301514
mathd_algebra_80,mathd_algebra_432,Rejected,Accepted,between,0.317627
mathd_algebra_478,mathd_algebra_234,Rejected,Accepted,between,0.167603
mathd_algebra_478,mathd_algebra_432,Rejected,Accepted,between,0.188354
mathd_algebra_234,mathd_algebra_432,Accepted,Accepted,within_accept,0.241699
