file,path,size_bytes,appears_propositional,lean_accepted,notes
mathd_algebra_76.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_algebra_76.lean,239,false,skipped,
mathd_algebra_80.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_algebra_80.lean,198,false,skipped,
mathd_numbertheory_100.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_100.lean,226,false,skipped,
mathd_numbertheory_1124.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_1124.lean,198,false,skipped,
mathd_numbertheory_12.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_12.lean,198,false,skipped,
mathd_numbertheory_127.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_127.lean,175,false,skipped,
mathd_numbertheory_135.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_135.lean,403,false,skipped,
mathd_numbertheory_150.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_150.lean,188,false,skipped,
mathd_numbertheory_175.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_175.lean,149,false,skipped,
mathd_numbertheory_185.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_185.lean,180,false,skipped,
mathd_numbertheory_207.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_207.lean,157,false,skipped,
mathd_numbertheory_212.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_212.lean,164,false,skipped,
mathd_numbertheory_222.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_222.lean,212,false,skipped,
mathd_numbertheory_227.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_227.lean,202,false,skipped,
mathd_numbertheory_229.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_229.lean,146,false,skipped,
mathd_numbertheory_233.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_233.lean,183,false,skipped,
mathd_numbertheory_234.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_234.lean,234,false,skipped,
mathd_numbertheory_235.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_235.lean,160,false,skipped,
mathd_numbertheory_237.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_237.lean,173,false,skipped,
mathd_numbertheory_239.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_239.lean,170,false,skipped,
mathd_numbertheory_247.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_247.lean,182,false,skipped,
mathd_numbertheory_254.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_254.lean,157,false,skipped,
mathd_numbertheory_277.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_277.lean,214,false,skipped,
mathd_numbertheory_293.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_293.lean,206,false,skipped,
mathd_numbertheory_296.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_296.lean,225,false,skipped,
mathd_numbertheory_299.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_299.lean,170,false,skipped,
mathd_numbertheory_3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_3.lean,179,false,skipped,
mathd_numbertheory_314.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_314.lean,240,false,skipped,
mathd_numbertheory_320.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_320.lean,201,false,skipped,
mathd_numbertheory_321.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_321.lean,183,false,skipped,
mathd_numbertheory_328.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_328.lean,150,false,skipped,
mathd_numbertheory_34.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_34.lean,192,false,skipped,
mathd_numbertheory_341.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_341.lean,257,false,skipped,
mathd_numbertheory_342.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_342.lean,142,false,skipped,
mathd_numbertheory_343.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_343.lean,180,false,skipped,
mathd_numbertheory_345.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_345.lean,188,false,skipped,
mathd_numbertheory_353.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_353.lean,205,false,skipped,
mathd_numbertheory_427.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_427.lean,263,false,skipped,
mathd_numbertheory_430.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_430.lean,400,false,skipped,
mathd_numbertheory_435.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_435.lean,330,false,skipped,
mathd_numbertheory_447.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_447.lean,204,false,skipped,
mathd_numbertheory_451.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_451.lean,313,false,skipped,
mathd_numbertheory_457.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_457.lean,194,false,skipped,
mathd_numbertheory_483.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_483.lean,251,false,skipped,
mathd_numbertheory_495.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_495.lean,263,false,skipped,
mathd_numbertheory_5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_5.lean,222,false,skipped,
mathd_numbertheory_517.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_517.lean,157,false,skipped,
mathd_numbertheory_521.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_521.lean,232,false,skipped,
mathd_numbertheory_541.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_541.lean,215,false,skipped,
mathd_numbertheory_551.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_551.lean,144,false,skipped,
mathd_numbertheory_552.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_552.lean,343,false,skipped,
mathd_numbertheory_559.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_559.lean,223,false,skipped,
mathd_numbertheory_582.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_582.lean,215,false,skipped,
mathd_numbertheory_618.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_618.lean,263,false,skipped,
mathd_numbertheory_66.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_66.lean,143,false,skipped,
mathd_numbertheory_711.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_711.lean,241,false,skipped,
mathd_numbertheory_728.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_728.lean,154,false,skipped,
mathd_numbertheory_764.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_764.lean,263,false,skipped,
mathd_numbertheory_765.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_765.lean,203,false,skipped,
mathd_numbertheory_769.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_769.lean,157,false,skipped,
mathd_numbertheory_85.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_85.lean,163,false,skipped,
mathd_numbertheory_99.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/mathd_numbertheory_99.lean,183,false,skipped,
numbertheory_2pownm1prime_nprime.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/numbertheory_2pownm1prime_nprime.lean,213,false,skipped,
numbertheory_3pow2pownm1mod2pownp3eq2pownp2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/numbertheory_3pow2pownm1mod2pownp3eq2pownp2.lean,221,false,skipped,
numbertheory_4x3m7y3neq2003.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/numbertheory_4x3m7y3neq2003.lean,177,false,skipped,
numbertheory_aoddbdiv4asqpbsqmod8eq1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/numbertheory_aoddbdiv4asqpbsqmod8eq1.lean,243,false,skipped,
numbertheory_exk2powkeqapb2mulbpa2_aeq1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/numbertheory_exk2powkeqapb2mulbpa2_aeq1.lean,245,false,skipped,
numbertheory_fxeq4powxp6powxp9powx_f2powmdvdf2pown.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/numbertheory_fxeq4powxp6powxp9powx_f2powmdvdf2pown.lean,297,false,skipped,
numbertheory_notEquiv2i2jasqbsqdiv8.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/numbertheory_notEquiv2i2jasqbsqdiv8.lean,222,false,skipped,
numbertheory_x5neqy2p4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test/numbertheory_x5neqy2p4.lean,161,false,skipped,
Test.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Test.lean,9849,false,skipped,
aimeII_2001_p3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aimeII_2001_p3.lean,321,false,skipped,
aimeII_2020_p6.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aimeII_2020_p6.lean,283,false,skipped,
aimeI_2000_p7.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aimeI_2000_p7.lean,312,false,skipped,
aime_1983_p9.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1983_p9.lean,223,false,skipped,
aime_1984_p15.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1984_p15.lean,731,false,skipped,
aime_1984_p5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1984_p5.lean,243,false,skipped,
aime_1987_p8.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1987_p8.lean,236,false,skipped,
aime_1988_p3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1988_p3.lean,237,false,skipped,
aime_1988_p4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1988_p4.lean,278,false,skipped,
aime_1990_p2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1990_p2.lean,213,false,skipped,
aime_1991_p1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1991_p1.lean,245,false,skipped,
aime_1991_p6.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1991_p6.lean,234,false,skipped,
aime_1994_p4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1994_p4.lean,224,false,skipped,
aime_1996_p5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1996_p5.lean,442,false,skipped,
aime_1997_p11.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/aime_1997_p11.lean,323,false,skipped,
algebra_2complexrootspoly_xsqp49eqxp7itxpn7i.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_2complexrootspoly_xsqp49eqxp7itxpn7i.lean,221,false,skipped,
algebra_2rootsintpoly_am10tap11eqasqpam110.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_2rootsintpoly_am10tap11eqasqpam110.lean,201,false,skipped,
algebra_2rootspoly_apatapbeq2asqp2ab.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_2rootspoly_apatapbeq2asqp2ab.lean,203,false,skipped,
algebra_2varlineareq_xpeeq7_2xpeeq3_eeq11_xeqn4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_2varlineareq_xpeeq7_2xpeeq3_eeq11_xeqn4.lean,228,false,skipped,
algebra_3rootspoly_amdtamctambeqnasqmbpctapcbtdpasqmbpctapcbta.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_3rootspoly_amdtamctambeqnasqmbpctapcbtdpasqmbpctapcbta.lean,298,false,skipped,
algebra_amgm_faxinrrp2msqrt2geq2mxm1div2x.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_amgm_faxinrrp2msqrt2geq2mxm1div2x.lean,201,false,skipped,
algebra_amgm_prod1toneq1_sum1tongeqn.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_amgm_prod1toneq1_sum1tongeqn.lean,256,false,skipped,
algebra_amgm_sqrtxymulxmyeqxpy_xpygeq4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_amgm_sqrtxymulxmyeqxpy_xpygeq4.lean,258,false,skipped,
algebra_amgm_sumasqdivbsqgeqsumbdiva.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_amgm_sumasqdivbsqgeqsumbdiva.lean,266,false,skipped,
algebra_apb4leq8ta4pb4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_apb4leq8ta4pb4.lean,202,false,skipped,
algebra_binomnegdiscrineq_10alt28asqp1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_binomnegdiscrineq_10alt28asqp1.lean,181,false,skipped,
algebra_manipexpr_2erprsqpesqeqnrpnesq.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_manipexpr_2erprsqpesqeqnrpnesq.lean,205,false,skipped,
algebra_manipexpr_apbeq2cceqiacpbceqm2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_manipexpr_apbeq2cceqiacpbceqm2.lean,226,false,skipped,
algebra_sqineq_2at2pclta2c2p41pc.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_sqineq_2at2pclta2c2p41pc.lean,201,false,skipped,
algebra_sqineq_2unitcircatblt1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_sqineq_2unitcircatblt1.lean,188,false,skipped,
algebra_sqineq_36azm9asqle36zsq.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_sqineq_36azm9asqle36zsq.lean,190,false,skipped,
algebra_sqineq_4bap1lt4bsqpap1sq.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_sqineq_4bap1lt4bsqpap1sq.lean,195,false,skipped,
algebra_xmysqpymzsqpzmxsqeqxyz_xpypzp6dvdx3y3z3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/algebra_xmysqpymzsqpzmxsqeqxyz_xpypzp6dvdx3y3z3.lean,273,false,skipped,
amc12_2000_p11.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12_2000_p11.lean,215,false,skipped,
amc12_2000_p15.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12_2000_p15.lean,267,false,skipped,
amc12_2000_p5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12_2000_p5.lean,190,false,skipped,
amc12_2001_p2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12_2001_p2.lean,251,false,skipped,
amc12_2001_p9.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12_2001_p9.lean,226,false,skipped,
amc12a_2002_p1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2002_p1.lean,288,false,skipped,
amc12a_2002_p12.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2002_p12.lean,296,false,skipped,
amc12a_2002_p21.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2002_p21.lean,301,false,skipped,
amc12a_2003_p1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2003_p1.lean,288,false,skipped,
amc12a_2003_p24.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2003_p24.lean,238,false,skipped,
amc12a_2003_p25.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2003_p25.lean,292,false,skipped,
amc12a_2008_p15.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2008_p15.lean,190,false,skipped,
amc12a_2008_p2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2008_p2.lean,174,false,skipped,
amc12a_2008_p4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2008_p4.lean,195,false,skipped,
amc12a_2008_p8.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2008_p8.lean,240,false,skipped,
amc12a_2009_p15.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2009_p15.lean,236,false,skipped,
amc12a_2009_p2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2009_p2.lean,163,false,skipped,
amc12a_2009_p25.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2009_p25.lean,289,false,skipped,
amc12a_2009_p5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2009_p5.lean,186,false,skipped,
amc12a_2009_p9.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2009_p9.lean,263,false,skipped,
amc12a_2010_p10.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2010_p10.lean,308,false,skipped,
amc12a_2010_p11.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2010_p11.lean,231,false,skipped,
amc12a_2010_p22.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2010_p22.lean,197,false,skipped,
amc12a_2011_p18.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2011_p18.lean,203,false,skipped,
amc12a_2013_p7.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2013_p7.lean,233,false,skipped,
amc12a_2013_p8.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2013_p8.lean,227,false,skipped,
amc12a_2015_p10.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2015_p10.lean,199,false,skipped,
amc12a_2016_p2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2016_p2.lean,188,false,skipped,
amc12a_2016_p3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2016_p3.lean,257,false,skipped,
amc12a_2017_p2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2017_p2.lean,216,false,skipped,
amc12a_2017_p7.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2017_p7.lean,285,false,skipped,
amc12a_2019_p21.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2019_p21.lean,268,false,skipped,
amc12a_2019_p9.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2019_p9.lean,287,false,skipped,
amc12a_2020_p13.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2020_p13.lean,284,false,skipped,
amc12a_2020_p21.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2020_p21.lean,232,false,skipped,
amc12a_2021_p7.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12a_2021_p7.lean,169,false,skipped,
amc12b_2002_p11.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12b_2002_p11.lean,270,false,skipped,
amc12b_2002_p3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12b_2002_p3.lean,342,false,skipped,
amc12b_2002_p6.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12b_2002_p6.lean,235,false,skipped,
amc12b_2003_p17.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12b_2003_p17.lean,254,false,skipped,
amc12b_2003_p6.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12b_2003_p6.lean,270,false,skipped,
amc12b_2003_p9.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12b_2003_p9.lean,227,false,skipped,
amc12b_2004_p3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12b_2004_p3.lean,173,false,skipped,
amc12b_2020_p5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12b_2020_p5.lean,236,false,skipped,
amc12b_2021_p21.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/amc12b_2021_p21.lean,296,false,skipped,
imo_1961_p1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1961_p1.lean,357,false,skipped,
imo_1962_p4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1962_p4.lean,407,false,skipped,
imo_1964_p1_1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1964_p1_1.lean,163,false,skipped,
imo_1964_p1_2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1964_p1_2.lean,148,false,skipped,
imo_1965_p1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1965_p1.lean,408,false,skipped,
imo_1966_p4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1966_p4.lean,320,false,skipped,
imo_1966_p5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1966_p5.lean,756,false,skipped,
imo_1967_p3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1967_p3.lean,359,false,skipped,
imo_1973_p3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1973_p3.lean,218,false,skipped,
imo_1974_p5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1974_p5.lean,284,false,skipped,
imo_1977_p5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1977_p5.lean,344,false,skipped,
imo_1978_p5.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1978_p5.lean,302,false,skipped,
imo_1979_p1.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1979_p1.lean,247,false,skipped,
imo_1984_p2.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1984_p2.lean,278,false,skipped,
imo_1987_p4.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1987_p4.lean,164,false,skipped,
imo_1987_p6.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1987_p6.lean,298,false,skipped,
imo_1988_p6.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1988_p6.lean,253,false,skipped,
imo_1990_p3.lean,/srv/luminous-dynamics/symthaea/data/benchmarks/minif2f/MiniF2F/Valid/imo_1990_p3.lean,180,false,skipped,
