step,position_error,free_energy,tau_factor
821,0.002626,0.702330,1.0000
822,0.002610,0.702330,1.0000
823,0.002594,0.702330,1.0000
824,0.002579,0.702330,1.0000
825,0.002563,0.702330,1.0000
826,0.002548,0.702330,1.0000
827,0.002533,0.702330,1.0000
828,0.002517,0.702330,1.0000
829,0.002502,0.702330,1.0000
830,0.002486,0.702330,1.0000
831,0.002471,0.702330,1.0000
832,0.002456,0.702330,1.0000
833,0.002441,0.702330,1.0000
834,0.002425,0.702330,1.0000
835,0.002410,0.702330,1.0000
836,0.002395,0.702330,1.0000
837,0.002380,0.702330,1.0000
838,0.002365,0.702330,1.0000
839,0.002350,0.702330,1.0000
840,0.002335,0.702330,1.0000
841,0.002320,0.716496,1.0000
842,0.002305,0.716496,1.0000
843,0.002290,0.716496,1.0000
844,0.002275,0.716496,1.0000
845,0.002260,0.716496,1.0000
846,0.002245,0.716496,1.0000
847,0.002230,0.716496,1.0000
848,0.002215,0.716496,1.0000
849,0.002200,0.716496,1.0000
850,0.002186,0.716496,1.0000
851,0.002171,0.716496,1.0000
852,0.002156,0.716496,1.0000
853,0.002142,0.716496,1.0000
854,0.002127,0.716496,1.0000
855,0.002112,0.716496,1.0000
856,0.002098,0.716496,1.0000
857,0.002083,0.716496,1.0000
858,0.002069,0.716496,1.0000
859,0.002055,0.716496,1.0000
860,0.002040,0.716496,1.0000
861,0.002026,0.730755,1.0000
862,0.002012,0.730755,1.0000
863,0.001997,0.730755,1.0000
864,0.001983,0.730755,1.0000
865,0.001969,0.730755,1.0000
866,0.001955,0.730755,1.0000
867,0.001941,0.730755,1.0000
868,0.001927,0.730755,1.0000
869,0.001913,0.730755,1.0000
870,0.001899,0.730755,1.0000
871,0.001885,0.730755,1.0000
872,0.001871,0.730755,1.0000
873,0.001857,0.730755,1.0000
874,0.001843,0.730755,1.0000
875,0.001829,0.730755,1.0000
876,0.001816,0.730755,1.0000
877,0.001802,0.730755,1.0000
878,0.001788,0.730755,1.0000
879,0.001775,0.730755,1.0000
880,0.001761,0.730755,1.0000
881,0.001748,0.740400,1.0000
882,0.001734,0.740400,1.0000
883,0.001721,0.740400,1.0000
884,0.001707,0.740400,1.0000
885,0.001694,0.740400,1.0000
886,0.001681,0.740400,1.0000
887,0.001667,0.740400,1.0000
888,0.001654,0.740400,1.0000
889,0.001641,0.740400,1.0000
890,0.001628,0.740400,1.0000
891,0.001615,0.740400,1.0000
892,0.001602,0.740400,1.0000
893,0.001589,0.740400,1.0000
894,0.001576,0.740400,1.0000
895,0.001563,0.740400,1.0000
896,0.001550,0.740400,1.0000
897,0.001537,0.740400,1.0000
898,0.001524,0.740400,1.0000
899,0.001511,0.740400,1.0000
900,0.001499,0.740400,1.0000
901,0.001486,0.746932,1.0000
902,0.001474,0.746932,1.0000
903,0.001461,0.746932,1.0000
904,0.001448,0.746932,1.0000
905,0.001436,0.746932,1.0000
906,0.001424,0.746932,1.0000
907,0.001411,0.746932,1.0000
908,0.001399,0.746932,1.0000
909,0.001387,0.746932,1.0000
910,0.001374,0.746932,1.0000
911,0.001362,0.746932,1.0000
912,0.001350,0.746932,1.0000
913,0.001338,0.746932,1.0000
914,0.001326,0.746932,1.0000
915,0.001314,0.746932,1.0000
916,0.001302,0.746932,1.0000
917,0.001290,0.746932,1.0000
918,0.001278,0.746932,1.0000
919,0.001266,0.746932,1.0000
920,0.001254,0.746932,1.0000
921,0.001243,0.751788,1.0000
922,0.001231,0.751788,1.0000
923,0.001219,0.751788,1.0000
924,0.001208,0.751788,1.0000
925,0.001196,0.751788,1.0000
926,0.001184,0.751788,1.0000
927,0.001173,0.751788,1.0000
928,0.001162,0.751788,1.0000
929,0.001150,0.751788,1.0000
930,0.001139,0.751788,1.0000
931,0.001128,0.751788,1.0000
932,0.001116,0.751788,1.0000
933,0.001105,0.751788,1.0000
934,0.001094,0.751788,1.0000
935,0.001083,0.751788,1.0000
936,0.001072,0.751788,1.0000
937,0.001061,0.751788,1.0000
938,0.001050,0.751788,1.0000
939,0.001039,0.751788,1.0000
940,0.001028,0.751788,1.0000
941,0.001017,0.755727,1.0000
942,0.001006,0.755727,1.0000
943,0.000996,0.755727,1.0000
944,0.000985,0.755727,1.0000
945,0.000974,0.755727,1.0000
946,0.000964,0.755727,1.0000
947,0.000953,0.755727,1.0000
948,0.000943,0.755727,1.0000
949,0.000932,0.755727,1.0000
950,0.000922,0.755727,1.0000
951,0.000911,0.755727,1.0000
952,0.000901,0.755727,1.0000
953,0.000891,0.755727,1.0000
954,0.000880,0.755727,1.0000
955,0.000870,0.755727,1.0000
956,0.000860,0.755727,1.0000
957,0.000850,0.755727,1.0000
958,0.000840,0.755727,1.0000
959,0.000830,0.755727,1.0000
960,0.000820,0.755727,1.0000
961,0.000810,0.759057,1.0000
962,0.000801,0.759057,1.0000
963,0.000791,0.759057,1.0000
964,0.000781,0.759057,1.0000
965,0.000772,0.759057,1.0000
966,0.000762,0.759057,1.0000
967,0.000752,0.759057,1.0000
968,0.000743,0.759057,1.0000
969,0.000733,0.759057,1.0000
970,0.000724,0.759057,1.0000
971,0.000715,0.759057,1.0000
972,0.000705,0.759057,1.0000
973,0.000696,0.759057,1.0000
974,0.000687,0.759057,1.0000
975,0.000678,0.759057,1.0000
976,0.000668,0.759057,1.0000
977,0.000659,0.759057,1.0000
978,0.000650,0.759057,1.0000
979,0.000641,0.759057,1.0000
980,0.000632,0.759057,1.0000
981,0.000623,0.761941,1.0000
982,0.000615,0.761941,1.0000
983,0.000606,0.761941,1.0000
984,0.000597,0.761941,1.0000
985,0.000588,0.761941,1.0000
986,0.000580,0.761941,1.0000
987,0.000571,0.761941,1.0000
988,0.000562,0.761941,1.0000
989,0.000554,0.761941,1.0000
990,0.000545,0.761941,1.0000
991,0.000537,0.761941,1.0000
992,0.000528,0.761941,1.0000
993,0.000520,0.761941,1.0000
994,0.000512,0.761941,1.0000
995,0.000504,0.761941,1.0000
996,0.000495,0.761941,1.0000
997,0.000487,0.761941,1.0000
998,0.000479,0.761941,1.0000
999,0.000471,0.761941,1.0000
